86641,679,1,64,572,42,4901,2,82,16
278,10203,32,1238,2073,3,111,0,37,12
32,137,144,897,964,40,99,0,14,2
278,625,186,7291,7469,57,277,3,101,66
1214,1711,460,9253,30599,127,823,17,208,113
245,42,98,912,961,309,110,0,0,0
7287,567,217,1076,1623,75,13273,3,99,26
7,8,0,4,121,0,6,24,2,2
166,298,3,41,183,0,132,2,677,9
84,55,7,304,766,1,102,5,23,57524
